timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1395615549.60549,40.806111990685132,0.0,NULL,0.0,NULL,NULL,2.1739123245227669,0.0,0.0
1395615550.609242,40.806111990685132,0.0,NULL,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615551.8165989,40.806111990685132,0.0,NULL,0.0,NULL,0.0,4.2817337939574411,0.0,NULL
1395615552.9588671,40.806111990685132,0.0,NULL,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
1395615553.968497,42.946492542782948,0.0,0.0,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
1395615555.075305,40.806111990685132,0.0,0.0,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
1395615556.1584511,40.806111990685132,0.0,0.0,0.0,NULL,0.0,4.2817337939574411,0.0,NULL
1395615557.2177019,40.806111990685132,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,NULL
1395615558.219559,42.946492542782948,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615559.2337339,40.806111990685132,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615560.282429,40.806111990685132,0.0,0.0,NULL,0.0,0.0,4.2817337939574411,0.0,0.0
1395615561.312649,40.806111990685132,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615562.333775,40.806111990685132,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615563.369627,42.946492542782948,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615564.034873,42.946492542782948,0.0,0.0,0.0,0.0,0.0,4.2817337939574411,0.0,0.0
1395615565.429987,40.806111990685132,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615566.4915581,42.946492542782948,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615567.5754421,40.806111990685132,NULL,0.0,0.0,NULL,NULL,4.2817337939574411,0.0,0.0
1395615568.5904479,42.946492542782948,NULL,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615569.6249509,40.806111990685132,NULL,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615570.938273,40.806111990685132,NULL,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615572.209105,42.946492542782948,NULL,0.0,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
1395615573.3627119,40.806111990685132,NULL,0.0,0.0,NULL,0.0,4.2817337939574411,0.0,NULL
1395615574.4238589,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615575.4740379,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615576.1594291,42.946492542782948,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615577.5421779,40.806111990685132,0.0,NULL,0.0,0.0,0.0,4.2817337939574411,0.0,0.0
1395615578.587605,40.806111990685132,0.0,NULL,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615579.620733,42.946492542782948,0.0,NULL,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615580.6818931,40.806111990685132,0.0,NULL,0.0,0.0,0.0,4.2817337939574411,0.0,0.0
1395615581.744046,40.806111990685132,0.0,NULL,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615582.8096509,40.806111990685132,0.0,NULL,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615583.8360541,42.946492542782948,0.0,NULL,NULL,0.0,0.0,2.1739123245227669,0.0,NULL
1395615584.913964,42.946492542782948,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,NULL
1395615586.0789139,40.806111990685132,0.0,0.0,NULL,NULL,0.0,4.2817337939574411,0.0,NULL
1395615587.08934,40.806111990685132,0.0,0.0,NULL,NULL,NULL,2.1739123245227669,0.0,NULL
1395615588.380518,42.946492542782948,0.0,0.0,NULL,NULL,NULL,2.1739123245227669,0.0,NULL
1395615589.586638,40.806111990685132,0.0,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615590.674747,42.946492542782948,0.0,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,NULL
1395615591.7662439,40.806111990685132,0.0,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,0.0
1395615592.886658,40.806111990685132,0.0,0.0,0.0,NULL,NULL,2.1739123245227669,0.0,0.0
1395615593.893892,42.946492542782948,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615594.5787361,40.806111990685132,0.0,0.0,0.0,0.0,0.0,4.2817337939574411,0.0,0.0
1395615595.5723109,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615596.6477499,42.946492542782948,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615597.5786819,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615598.5741439,40.806111990685132,0.0,0.0,0.0,0.0,0.0,4.2817337939574411,0.0,0.0
1395615599.922086,42.946492542782948,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615600.9546969,40.806111990685132,0.0,NULL,NULL,0.0,0.0,2.1739123245227669,0.0,NULL
1395615602.195049,40.806111990685132,0.0,NULL,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615603.3431389,40.806111990685132,0.0,NULL,NULL,NULL,0.0,4.2817337939574411,0.0,NULL
1395615604.592217,40.806111990685132,0.0,NULL,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615605.8907671,42.946492542782948,0.0,NULL,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615607.133734,40.806111990685132,0.0,NULL,NULL,NULL,0.0,2.1739123245227669,0.0,0.0
1395615608.1951981,42.946492542782948,0.0,NULL,0.0,NULL,NULL,4.2817337939574411,0.0,0.0
1395615609.2045889,40.806111990685132,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615610.2405629,40.806111990685132,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615611.28743,42.946492542782948,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615612.3470421,40.806111990685132,0.0,0.0,0.0,0.0,NULL,4.2817337939574411,0.0,0.0
1395615613.449122,40.806111990685132,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615614.5282121,42.946492542782948,NULL,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615615.5737879,40.806111990685132,NULL,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615616.6072841,40.806111990685132,NULL,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615617.6524761,40.806111990685132,NULL,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615618.792876,42.946492542782948,NULL,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,NULL
1395615620.0444541,40.806111990685132,NULL,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615621.2676461,40.806111990685132,NULL,0.0,NULL,NULL,0.0,4.2817337939574411,0.0,NULL
1395615622.4012389,42.946492542782948,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615623.510488,40.806111990685132,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615624.525207,42.946492542782948,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,0.0
1395615625.5463121,42.946492542782948,0.0,0.0,0.0,NULL,0.0,4.2817337939574411,0.0,0.0
1395615626.7821939,40.806111990685132,0.0,NULL,0.0,NULL,NULL,2.1739123245227669,2.1775386645354335,0.0
1395615627.933645,42.946492542782948,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615628.9419341,40.806111990685132,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615630.0956421,40.806111990685132,0.0,NULL,0.0,0.0,NULL,4.2817337939574411,0.0,0.0
1395615631.2285271,42.946492542782948,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615632.2784801,40.806111990685132,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615633.249563,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,0.0
1395615634.308598,40.806111990685132,0.0,0.0,0.0,0.0,0.0,4.2817337939574411,0.0,NULL
1395615635.334168,42.946492542782948,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615636.360353,40.806111990685132,0.0,0.0,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615637.369586,40.806111990685132,0.0,0.0,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
1395615638.4684851,40.806111990685132,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615639.6339009,42.946492542782948,0.0,0.0,NULL,NULL,0.0,4.2817337939574411,0.0,NULL
1395615640.7412889,40.806111990685132,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615641.851213,40.806111990685132,0.0,0.0,NULL,NULL,0.0,2.1739123245227669,0.0,NULL
1395615642.8844621,42.946492542782948,0.0,0.0,NULL,NULL,0.0,4.2817337939574411,0.0,0.0
1395615644.0644641,40.806111990685132,0.0,0.0,NULL,0.0,0.0,2.1739123245227669,0.0,0.0
1395615645.2085221,42.946492542782948,0.0,0.0,NULL,0.0,NULL,2.1739123245227669,0.0,0.0
1395615646.234055,40.806111990685132,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615647.2828619,42.946492542782948,0.0,0.0,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615648.3298261,40.806111990685132,0.0,0.0,0.0,0.0,NULL,4.2817337939574411,0.0,0.0
1395615649.452353,40.806111990685132,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615650.615093,42.946492542782948,0.0,NULL,0.0,0.0,NULL,2.1739123245227669,0.0,0.0
1395615651.6284671,40.806111990685132,0.0,NULL,0.0,0.0,NULL,4.2817337939574411,0.0,0.0
1395615652.7017231,40.806111990685132,0.0,NULL,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615653.769655,40.806111990685132,0.0,NULL,0.0,0.0,0.0,2.1739123245227669,0.0,NULL
1395615655.035814,42.946492542782948,0.0,NULL,0.0,NULL,0.0,2.1739123245227669,0.0,NULL
