timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1390906769.26878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1390906769.315129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906770.3126571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906771.313998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906772.315798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906773.316658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906774.317934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906775.3186059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906776.318994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906777.3202889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906778.320972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906779.32249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906780.323854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906781.324429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906782.325753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906783.3337629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906784.3276899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906785.328388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906786.3295729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906787.330255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906788.3315661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906789.3321791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906790.333472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906791.334235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906792.3381131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906793.3390379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906794.3399701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906795.341851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906796.3431351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906797.343878,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906798.3452771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906799.345952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906800.352958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906801.347899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906802.3494201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906803.3526039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906804.3536739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906805.3565631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906806.355634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906807.356952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906808.35777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906809.359323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906810.3594301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906811.361661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906812.3670101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906813.3673251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906814.368767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906815.369832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906816.3711879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906817.383528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906818.373204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390906819.3744841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
