timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1390237510.601943,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237511.6560371,NULL,NULL,NULL,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237512.755898,NULL,NULL,NULL,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237513.86992,NULL,NULL,NULL,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237514.9358981,NULL,NULL,NULL,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237515.977361,NULL,NULL,NULL,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237517.0100911,NULL,NULL,NULL,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237517.48874,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237518.551296,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,2.1775386645354335,0.0
1390237519.7110851,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237520.4508231,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237521.4997101,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237522.463722,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237523.4713621,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1390237524.445097,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237525.398246,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237526.4925721,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237527.4238541,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237529.03266,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237530.0708981,NULL,NULL,0.0,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237531.0745289,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237532.0858181,NULL,NULL,0.0,NULL,121.53208219277995,NULL,2.1739123245227669,0.0,0.0
1390237533.1019421,NULL,NULL,0.0,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237534.199481,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237535.1463649,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237535.6072299,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237536.643909,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237537.682219,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237538.6984069,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237539.8577909,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237540.8041041,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237541.646096,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237542.639396,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237543.6034689,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237544.6488931,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237545.6441791,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237546.689877,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237547.6682711,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237548.6987669,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237550.266557,NULL,NULL,0.0,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237551.278311,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237552.324569,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237553.4150081,NULL,NULL,0.0,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237554.4678919,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237555.551204,NULL,NULL,0.0,NULL,121.53208219277995,NULL,0.0,0.0,0.0
1390237556.571101,NULL,NULL,0.0,NULL,123.66273099984973,NULL,0.0,0.0,0.0
1390237557.3350539,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237557.996309,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
1390237559.0268929,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237560.06236,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237561.0367301,NULL,NULL,0.0,0.0,121.53208219277995,NULL,0.0,0.0,0.0
1390237561.9864869,NULL,NULL,0.0,0.0,123.66273099984973,NULL,0.0,0.0,0.0
