timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1391640876.8491139,226.98945219432684,0.0,0.0,167.28861239365219,NULL,0.0,4.2817337939574411,0.0,0.0
1391640877.8787141,224.84975596013408,0.0,0.0,160.86216361028977,NULL,0.0,4.2817337939574411,0.0,0.0
1391640879.0120089,222.71005176875633,NULL,0.0,158.72000209002587,NULL,0.0,4.2817337939574411,0.0,0.0
1391640880.149565,214.15115543139595,NULL,0.0,152.2934817518051,0.0,0.0,6.3895471470654615,0.0,0.0
1391640881.2121251,209.87165951960611,NULL,0.0,152.2934817518051,0.0,0.0,4.2817337939574411,0.0,0.0
1391640882.289403,231.26882079115762,NULL,0.0,165.14646876210293,0.0,0.0,4.2817337939574411,0.0,NULL
1391640883.3599801,233.40849315379558,NULL,0.0,154.43566116078355,0.0,0.0,4.2817337939574411,0.0,NULL
1391640884.432982,203.45235597303429,NULL,0.0,145.86690774744054,0.0,0.0,4.2817337939574411,0.0,NULL
1391640885.509027,214.15115543139595,NULL,0.0,163.00431916764876,0.0,0.0,4.2817337939574411,0.0,NULL
1391640886.627353,222.71005176875633,0.0,0.0,163.00431916764876,0.0,0.0,4.2817337939574411,0.0,NULL
1391640887.637943,222.71005176875633,0.0,0.0,156.57783460685715,0.0,0.0,4.2817337939574411,0.0,NULL
1391640888.65854,212.01141145409349,0.0,0.0,152.2934817518051,0.0,NULL,4.2817337939574411,0.0,NULL
1391640889.736639,212.01141145409349,0.0,0.0,152.2934817518051,0.0,NULL,4.2817337939574411,0.0,NULL
1391640890.8152151,209.87165951960611,0.0,0.0,143.72470448684265,0.0,NULL,4.2817337939574411,0.0,0.0
1391640891.887804,199.17278048939505,0.0,0.0,141.58249526333992,0.0,NULL,6.3895471470654615,0.0,0.0
1391640892.980629,201.31257220980714,0.0,0.0,139.44028007693225,0.0,NULL,4.2817337939574411,0.0,0.0
1391640894.077713,199.17278048939505,0.0,0.0,143.72470448684265,NULL,NULL,4.2817337939574411,0.0,0.0
1391640896.4882021,205.59213177907651,0.0,NULL,150.15129637992177,NULL,0.0,4.2817337939574411,0.0,0.0
