timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B
1403885556.281944,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,NULL
1403885557.4088609,36.52532701493466,0.0,0.0,0.0,0.0,NULL,NULL,0.0,NULL
1403885558.5501599,36.52532701493466,0.0,NULL,0.0,0.0,NULL,NULL,0.0,NULL
1403885559.632581,38.665723481402367,0.0,NULL,0.0,0.0,NULL,NULL,0.0,0.0
1403885560.877809,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885562.0317819,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885563.097811,38.665723481402367,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885564.5350571,36.52532701493466,0.0,NULL,NULL,NULL,NULL,0.0,0.0,0.0
1403885565.6008911,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885577.6454179,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885578.7030051,36.52532701493466,NULL,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885579.735141,36.52532701493466,NULL,NULL,0.0,NULL,NULL,NULL,2.1775386645354335,0.0
1403885580.857549,36.52532701493466,NULL,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885581.908833,38.665723481402367,0.0,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885582.9785199,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885584.0262401,36.52532701493466,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0
1403885585.0571859,36.52532701493466,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0
1403885586.0778091,36.52532701493466,0.0,0.0,NULL,NULL,NULL,NULL,0.0,0.0
1403885587.0982161,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885588.1105001,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885589.1427391,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885590.170095,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885590.586324,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885591.5190251,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885592.5211129,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885594.222019,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL
1403885595.2810049,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885596.3536241,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885597.4330039,38.665723481402367,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885598.4677889,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885599.469305,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885600.5538781,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,NULL
1403885601.571835,38.665723481402367,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885602.613873,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885603.6417301,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885604.6627121,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885605.667881,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885606.7038569,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885607.7668159,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885608.9015269,36.52532701493466,NULL,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885609.962512,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885611.077862,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885612.2042589,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885613.2198069,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885614.3551531,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885615.377851,36.52532701493466,NULL,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885616.3902221,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,2.1775386645354335,0.0
1403885617.4306619,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885618.4537489,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885619.484879,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885620.5249391,38.665723481402367,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885621.5680699,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885621.953465,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885623.576185,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885624.582618,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885625.6498361,34.384922591282013,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885626.699856,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885627.756371,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885628.8340471,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885629.9191599,34.384922591282013,0.0,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885630.8576801,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885631.2772951,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885632.3054121,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885633.2728209,34.384922591282013,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885634.2612171,36.52532701493466,0.0,0.0,0.0,NULL,NULL,0.0,0.0,0.0
1403885635.9428501,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885636.9942169,34.384922591282013,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885638.008533,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885639.01085,36.52532701493466,0.0,NULL,0.0,NULL,NULL,0.0,0.0,0.0
1403885640.032351,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885641.1083741,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,0.0
1403885642.12889,36.52532701493466,0.0,NULL,0.0,NULL,NULL,NULL,0.0,NULL
1403885643.1637471,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885644.2825339,34.384922591282013,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885645.3116641,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885646.4220641,36.52532701493466,NULL,0.0,0.0,NULL,NULL,NULL,0.0,NULL
1403885647.5412869,34.384922591282013,NULL,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885648.560106,36.52532701493466,NULL,0.0,NULL,NULL,NULL,0.0,0.0,NULL
1403885649.5700159,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885650.5846391,34.384922591282013,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885651.6156919,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
1403885652.6267431,36.52532701493466,0.0,0.0,NULL,NULL,NULL,0.0,0.0,0.0
